년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2021,영월역 주차장 주변,교통관련시설지역,철도용지,3지역,2813,표토,0.47,17.6,10.21,0.12,31.5,0,54.9,9.1,420,,,0,,,,,,90,,,0,,8.2
2021,청령포역 주변,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,3713,표토,0.51,73.7,2.37,0.22,18.8,0,54.7,14.3,343,,,0,,,,,,147,,,0.046,,8.5
2021,쌍룡초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,10136,표토,0.26,9.2,0,0.01,7.3,0,50,4.5,,,,0,,,,,,,,,,,8.7
2021,신천초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,9219,표토,0.33,9.2,0,0.03,11,0,53.7,9.6,,,,0,,,,,,,,,,,8.5
2021,삼양진흥,산업단지 및 공장지역,공장용지,3지역,5248,표토15cm,0.6,18.6,0,0,10.6,0,87.8,27.6,289,,,0,0,0,0,0,0,81,0,0,0,,6.9
2021,㈜에이치제이매그놀리아 용평호텔앤리조트 세탁시설,공장폐수 유입지역,체육용지,2지역,6457,표토15cm,0,2,0,0,0,0,9.6,2.1,308,,,0,0,0,0,0,0,95,,,,,9.5
2021,(주)금산산업,공장폐수 유입지역,잡종지(3지역),3지역,780,표토15cm,0.21,4.1,0,0,9.1,0,49.9,3.2,170,,,0,0,0,0,0,0,0,0,0,0,,7.6
2021,농업회사법인 대학두유㈜,공장폐수 유입지역,공장용지,3지역,7724,표토15cm,0.41,4,0,0,10.1,0,85.5,4.5,308,,,0,0,0,0,0,0,0,,,,,7.7
2021,휘닉스중앙평창㈜세탁실,공장폐수 유입지역,잡종지(3지역),3지역,2762,표토15cm,0.24,16.7,0,0.01,15.8,0,89.6,6.5,,,,0,,0,0,0,0,0,,,,,10
2021,(주)부일,공장폐수 유입지역,잡종지(3지역),3지역,2413,표토15cm,0.14,6.8,0,0.01,11.5,0,60.6,7.4,,,,0,,0,0,0,0,441,,,,,8.8
2021,재산주유소,노후·방치 주유소 지역,주유소용지,3지역,1335,표토15cm,0.18,0,0,0,7.3,0,44.5,4.5,281,,,0,0,0,0,0,0,475,,,,,9.3
2021,용전주유소,노후·방치 주유소 지역,주유소용지,3지역,1042,표토15cm,0.6,37.2,0,0,35.4,0,107,24.3,,0,,0,,,,,,,,,,,7.3
2021,신동대체산업단지,산업단지 및 공장지역,전,1지역,1333,표토(15cm),0,3,0,0,5.7,0,60.6,2.2,,0,,0,,,,,,,,,,,7.6
2021,북평대체산업단지,산업단지 및 공장지역,공장용지,3지역,9845,표토(15cm),0,13.8,0,0.04,12.2,0,41.1,14.5,341,,,0,0,0,0,0,0,140,0,0,,0,7.2
2021,예미농공단지,공장폐수 유입지역,공원용지,1지역,2246.7,표토(15cm),0,26.5,24.99,0.03,17.4,0,94,20,,,,0,,,,,,,,,,,8.2
2021,증산농공단지,공장폐수 유입지역,전,1지역,228,표토(15cm),0,12.5,0,0.02,4.1,0,38.2,2.9,,0,,0,,,,,,,,,,,8.6
2021,광하주유소,노후·방치 주유소 지역,도로,3지역,1676,표토(15cm),0,11.3,11.39,0.02,16,0,54.8,12.4,349,,,0,,,,,,112,,,,,8.9
2021,고한사북공영 버스터미널 주차장 인근,교통관련시설지역,도로,3지역,1187,표토(15cm),0,29,0,0.13,15,0,63.9,20.1,247,,,0,,,,,,87,,,,,6.4
2021,백봉령휴게주유소,노후·방치 주유소 지역,대지(1지역),1지역,131,표토(15cm),0.39,38.8,4.92,0.12,33.5,0,72.4,20.9,214,,,0,,,,,,,,,,,8
2021,한양육가공공장,산업단지 및 공장지역,공장용지,3지역,10715,0~0.15m,0,6.6,0,0.05,14.3,0,68.7,7,287,,,0,0,0,0,0,0,50,0,0,,0,6.9
2021,갈말정수장,공장폐수 유입지역,수도용지,2지역,18540,0~0.15m,0,5.3,0,0.05,15.3,0,93.4,12.5,,,,0,,,,,,,,,,,7.6
2021,김화하수처리장,공장폐수 유입지역,하천,2지역,6863,0~0.15m,0,2.9,0,0.05,18.1,0,110.7,4,,,,0,,,,,,,,,,,5.8
2021,환경자원사업소,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,22251,0~0.15m,0,0,0,,14,0,50.2,6.4,306,,,0,0,0,0,0,0,78,,,,,6.1
2021,경기고속,교통관련시설지역,대지(2지역),2지역,3174,0~0.15m,0,15.6,0,0.16,22.4,0,108,18,317,,,0,,,,,,75,,,,,6.7
2021,김화농공단지 미가방유한회사,산업단지 주변 등의 주거지역,공장용지,3지역,5997,0~0.15m,0,8.5,0,0.05,20.6,0,54.4,12.6,287,,,0,0,0,0,0,0,,0,0,,0,8.1
2021,철원첨단전자빔산업기술이용센터,산업단지 주변 등의 주거지역,대지(1지역),1지역,4096,0~0.15m,0,2.1,0,,8.8,0,43.3,4.5,231,,,0,,,,,,,,,,,5.8
2021,나래유치원놀이터,어린이 놀이시설지역,대지(1지역),1지역,717,0~0.15m,0,6.8,0,0.05,10.4,0,66.6,6.1,319,,,0,,,,,,,,,,,5
2021,석미모닝파크아파트놀이터,어린이 놀이시설지역,대지(1지역),1지역,7927,0~0.15m,0,11.9,0,0.05,10.2,0,75.9,10.8,322,,,0,,,,,,,,,,,6
2021,철원모닝파크포레스트,토지개발지역,대지(1지역),1지역,9962,0~0.15m,0,18.1,0,0.05,14.4,0,59.3,25.7,232,,,0,,,,,,,,,,,5.2
2021,철원프라즈마조성단지,토지개발지역,답,1지역,774,0~0.15m,0,2.3,0,,9.1,0,59.4,10,,,,0,,,,,,,,,,,6.3
2021,(주)봄내,산업단지 및 공장지역,공장용지,3지역,3306,"표토,0.3m",0.94,70,1.81,0,34.6,0,227,80.7,274,,,0,0,0,0,0,0,0,0,0,,0,8.5
2021,화천농업협동조합,산업단지 및 공장지역,공장용지,3지역,9418.7,"표토,0.3m",0.71,25.4,2.89,0.01,20.8,0,169.3,17,299,,,0,0,0,0,0,0,222,0,0,,0,7.4
2021,(주)화천레미콘,산업단지 및 공장지역,공장용지,3지역,4468,"표토,0.3m",0.41,13.3,0,0,13.5,0,82.2,15.1,274,,,0,0,0,0,0,0,88,0,0,,0,7.6
2021,대교고물상,원광석·고철 등의 보관·사용지역,잡종지(2지역),2지역,782,"표토,0.3m",0.81,57.8,0,0,26.6,0,181.9,31.7,293,,,0,0,0,0,0,0,66,,,,,8.7
2021,사내자원,원광석·고철 등의 보관·사용지역,잡종지(2지역),2지역,136,"표토,0.3m",0.45,13.5,0,0.04,9.7,0,73.5,14.3,195,,,0,0,0,0,0,0,80,,,,,6.3
2021,비위생매립지,폐기물 처리 및 재활용 관련 지역,전,1지역,4126,"표토,0.3m",0.59,28.5,0,0,8.3,0,69,27.2,,0,,0,,,,,,,,,,,6.6
2021,붕어섬무료주차장,교통관련시설지역,하천,2지역,2853,"표토,0.3m",0.66,24.7,17.41,0.03,21.4,0,70.3,26.6,,,,0,,,,,,,,,,,7.9
2021,토속어류생태체험관주차장,교통관련시설지역,답,1지역,14334,"표토,0.3m",0.56,22.5,0,0.03,13.9,0,81.8,29.1,,0,,0,,,,,,,,,,,8.5
2021,풍산초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,10344,"표토,0.3m",0.46,11.5,0,0,25,0,70.5,13.7,,,,0,,,,,,,,,,,7
2021,원천초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,11348,"표토,0.3m",0.53,5.8,0,0.04,13.1,0,71.6,7.4,,,,0,,,,,,,,,,,7.3
2021,보령기전(주),산업단지 및 공장지역,공장용지,3지역,2377.6,표토(15cm),0.27,4.6,0,0.02,4.2,0,35.4,2.2,276,,,0,0,0,0,0,0,0,0,0,,0,7.2
2021,대암환경(주),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,4588,표토(15cm),0.35,16.9,0,0.04,21.2,0,88.8,8,430,,,0,0,0,0,0,0,334,,,,,8.5
2021,해안면쓰레기위생매립장,폐기물 처리 및 재활용 관련 지역,전,1지역,1282,표토(15cm),0.18,0,0,0.01,10.4,0,35.5,1.5,,0,,0,,,,,,,,,,,6.6
2021,그린개발(주),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,9950,표토(15cm),0.35,13.6,0,0.02,21.4,0,54.8,3.3,434,,,0,0,0,0,0,0,90,,,,,7.3
2021,신잔토에코(주),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,7470,표토(15cm),0.35,16.6,0,0.06,15.2,0,59.3,15.3,338,,,0,0,0,0,0,0,70,,,,,7.3
2021,한전리주유소,노후·방치 주유소 지역,주유소용지,3지역,776,표토(15cm),0.25,9.1,0,0.02,19.1,0,70.9,8.1,,,,0,,0,0,0,0,0,,,,,8.3
2021,광치령주유소,노후·방치 주유소 지역,주유소용지,3지역,261,표토(15cm),0.5,21.8,0,0.03,19.6,0,93.2,7.5,,,,0,,0,0,0,0,89,,,,,7
2021,삼거리주유소,노후·방치 주유소 지역,임야,2지역,2975,표토(15cm),0.38,3.2,0,0.02,27.8,0,79.4,2.3,,,,0,,,,,,,,,,,8
2021,양구농협주유소,노후·방치 주유소 지역,주유소용지,3지역,992,표토(15cm),0.3,15.8,0,0.01,15.1,0,78.8,4.6,,,,0,,0,0,0,0,68,,,,,8.5
2021,원통농공단지 공공폐수처리시설,공장폐수 유입지역,공장용지,3지역,3305,표토(15cm),0,10.4,0,0,10.1,0,63.6,18,349,,,0,0,0,0,0,0,66,0,0,,0,7.8
2021,용대관광지하수처리장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,2593,표토(15cm),0.18,16.6,0,0,8.4,0,72.5,21.3,405,,,0,0,0,0,0,0,103,,,,,8
2021,인제하수처리장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,7916,표토(15cm),0.27,23.2,10.36,0,30.3,0,85.1,30.1,445,,,0,0,0,0,0,0,84,,,,,8
2021,남면하수처리장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,3981,표토(15cm),0,25.8,4.7,0,26.7,0,76.6,17.1,433,,,0,0,0,0,0,0,99,,,,,7.6
2021,북면하수처리장,폐기물 처리 및 재활용 관련 지역,답,1지역,3483,표토(15cm),0,22.9,0,0.01,14,0,78.8,30.6,,0,,0,,,,,,,,,,,7.4
2021,서화하수처리장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,6031,표토(15cm),0.36,33.8,3.49,0,14.9,0,85,41,430,,,0,0,0,0,0,0,84,,,,,7.8
2021,인제자동차해체재활용산업,교통관련시설지역,잡종지(3지역),3지역,3502,표토(15cm),0.27,25.6,0,0,13,0,87.8,41.4,478,,,0,0,0,0,0,0,138,,,,,7.4
2021,인제시외버스터미널,교통관련시설지역,대지(2지역),2지역,3529,표토(15cm),0.57,36.8,19.51,0.01,38.3,0,139.1,30,334,,,0,,,,,,,,,,,7.7
2021,인제남초등학교,어린이 놀이시설지역,학교용지,1지역,11508,표토(15cm),0.65,23.7,0,0.02,19.5,0,92.4,10,,,,0,,,,,,,,,,,7.2
2021,기적의도서관 건립 공사 지역,토지개발지역,잡종지(3지역),3지역,11211,표토(15cm),0,11.1,0,0,6.6,0,53.7,19.5,355,,,0,0,0,0,0,0,51,,,,,7.6
2021,(합)태강콘크리트,산업단지 및 공장지역,공장용지,3지역,25209,0.15,0.15,0,0,0,19.7,0,58.2,1.5,450,,,0,0,0,0,0,0,38,0,0,,0,7.9
2021,미성환경(합자),폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,9700,0.15,0.15,6.1,0,0.04,18.1,0,69.4,7.5,408,,,0,0,0,0,0,0,32,,,,,5.7
2021,고성공업사,교통관련시설지역,대지(2지역),2지역,1418,0.15,0.2,35.4,0,0.02,33.7,0,166,6.7,324,,,0,,,,,,,,,,,8.2
2021,황금궁전주유소,노후·방치 주유소 지역,주유소용지,3지역,1488,0.15,0.2,4.8,0,0.02,16,0,78.7,5.8,,,,0,,0,0,0,0,64,,,,,6.7
2021,간성sk주유소,노후·방치 주유소 지역,주유소용지,3지역,1923,0.15,0.1,17,0,0,34.3,0,79.1,7.2,,,,0,,0,0,0,0,71,,,,,5.6
