년도,지점명칭,목적,지목,지역,면적(제곱미터),시료깊이(m),카드뮴(mg_kg),구리(mg_kg),비소(mg_kg),수은(mg_kg),납(mg_kg),6가크롬(mg_kg),아연(mg_kg),니켈(mg_kg),불소(mg_kg),유기인(mg_kg),폴리클로리네이티드비페닐(PCBs)(mg_kg),시안(mg_kg),페놀류(mg_kg),벤젠(mg_kg),톨루엔(mg_kg),에틸벤젠(mg_kg),크실렌(mg_kg),석유계총탄화수소(TPH)(mg_kg),트리클로로에틸렌(TCE)(mg_kg),테트라클로로에틸렌(PCE)(mg_kg),벤조(a)피렌(mg_kg),12디클로로에탄(mg_kg),수소이온농도(pH)
2021,삼호카세차장,교통관련시설지역,대지(2지역),2지역,332,0.3~3,1.41,13.8,4.45,0,18.1,0,152.5,7.3,,0,,,0,0,0,0,0,0,0,0,,0,8.5
2021,에코카랜드,교통관련시설지역,대지(2지역),2지역,282,0.3~3,1.09,23.5,2.1,0.21,16.5,0,94.7,24.7,,0,,,0,0,0,0,0,0,0,0,,0,8.6
2021,강동공영차고지,교통관련시설지역,주차장,3지역,34325,0.3~3,2.28,32.1,6.73,0,13.6,0,77.7,22,,0,,,0,0,0,0,0,0,0,0,,0,8.5
2021,강일현대서비스(주),교통관련시설지역,주차장,3지역,1589,0.3~3,3.05,41.9,6.67,0.02,17.7,0,119.3,44.1,,0,,,0,0,0,0,0,0,0,0,,0,7.9
2021,기아모터스오토큐 성내점,교통관련시설지역,대지(2지역),2지역,1041,0.3~3,3.98,30.3,1.68,0,11.6,0,128.2,30.3,,0,,,0,0,0,0,0,0,0,0,,0,7.5
2021,스피드메이트 길동점,교통관련시설지역,대지(2지역),2지역,897,0.3~3,3.6,30.4,7.57,0,17.5,0,102.9,30.6,,0,,,0,0,0,0,0,0,0,0,,0,6.9
2021,코리아모터스,교통관련시설지역,대지(2지역),2지역,331,0.3~3,0.47,18.9,11.14,0.05,19.6,0,76,18.4,,0,,,0,0,0,0,0,0,0,0,,0,6
2021,고덕차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,262926,0.3~3,1.69,13.1,4.42,0,16.1,0,81.5,15,,0,,,0,0,0,0,0,0,0,0,0,0,8.7
2021,고덕차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,262926,0.3~3,3.22,25,7.85,0,19.4,0,109,25.4,,0,,,0,0,0,0,0,0,0,0,0,0,7
2021,고덕차량사업소,철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,262926,0.3~3,1.3,16.5,6.59,0.03,30.8,0,98.4,11.7,,0,,,0,0,0,0,0,0,0,0,0,0,8
2021,선사어린이공원,어린이 놀이시설지역,공원용지,1지역,1610,0.3~3,1.93,37.6,9.7,0.05,43.6,0.7,156.7,21.9,,,,,,,,,,,,,,,7.5
2021,구암어린이공원,어린이 놀이시설지역,공원용지,1지역,1647,0.3~3,2.9,63.9,7.36,0,16.2,0,141.7,19.4,,,,,,,,,,,,,,,6.5
2021,암사어린이공원,어린이 놀이시설지역,임야,[어린이놀이시설(실외설치)] 1지역,1780,0.3~3,1.28,12.9,6.96,0.06,21.1,0,81.7,11.9,,,,,,,,,,,,,,,8.3
2021,볕우물어린이공원,어린이 놀이시설지역,공원용지,1지역,1552,0.3~3,2.35,28.3,4.62,0,22.5,0,106.2,38.9,,,,,,,,,,,,,,,8.7
2021,고명어린이공원,어린이 놀이시설지역,공원용지,1지역,545,0.3~3,2.34,34.2,6.68,0.04,52.6,0,157.3,30.9,,,,,,,,,,,,,,,7.1
2021,명우어린이공원,어린이 놀이시설지역,공원용지,1지역,403,0.3~3,2.4,53.8,7.14,0.05,36,0,192.1,32.4,,,,,,,,,,,,,,,7.7
2021,고덕강일 자종 6 지식산업센터 신축공사,토지개발지역,대지(1지역),1지역,68785,0.3~3,3.59,25.8,4.03,0,17.3,0,123.3,35.6,230,0,,,0,0,0,0,0,0,0,0,,0,6.7
2021,고덕강일 자종 6 지식산업센터 신축공사,토지개발지역,대지(1지역),1지역,68785,0.3~3,3.69,48.3,3.55,0.03,17,0,165.8,45.9,247,0,,,0,0,0,0,0,50,0,0,,0,8.4
2021,고덕비즈밸리 자족2-3블럭 업무시설 신축공사,토지개발지역,대지(1지역),1지역,34237,0.3~3,1.66,14.5,6.03,0,11.3,0,61.9,17.8,256,0,,,0,0,0,0,0,0,0,0,,0,9.1
2021,고덕비즈밸리 자족2-3블럭 업무시설 신축공사,토지개발지역,대지(1지역),1지역,34237,0.3~3,1.43,13,5.24,0,10.3,0,52.1,16,254,0,,,0,0,0,0,0,0,0,0,,0,10.6
2021,고덕 강일 복합시설 신축공사,토지개발지역,대지(1지역),1지역,300810,0.3~3,3.79,32.3,6.5,0,15.5,0,116.3,37,249,0,,,0,0,0,0,0,0,0,0,,0,7.7
2021,고덕 강일 복합시설 신축공사,토지개발지역,대지(1지역),1지역,300810,0.3~3,3.76,51,7.98,0,17.5,0,124.6,41.7,183,0,,,0,0,0,0,0,0,0,0,,0,7.9
2021,보수초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,5277.4,표토,1.19,11.5,3.86,0,20.5,0,81.3,3.2,,,,,,,,,,,,,,,7.3
2021,광일초등학교,어린이 놀이시설지역,학교용지,[어린이놀이시설(실외설치)] 1지역,6046,표토,1.34,23.3,6.59,0,18.5,0,71.9,7.3,,,,,,,,,,,,,,,7.9
2021,부산환경공단 중앙사업소,산업단지 및 공장지역,잡종지(3지역),3지역,30311,표토,1.69,26.7,4.28,0.02,18.9,0,98.1,12.1,,,0,,0,0,0.1,0,0,,,,,,7.7
2021,엄광산,철도관련 시설 및 철도 폐침목 사용지역,임야,2지역,969281,표토,2.03,28,7.94,0.08,42,0,97.5,17.5,,,,,,0,0,0,0,341,,,0,,4.6
2021,암남공원,철도관련 시설 및 철도 폐침목 사용지역,임야,2지역,264992,표토,1.72,22.9,5.48,0.27,17.2,0,108.3,17.1,,,,,,0,0.1,0,0,261,,,0,,6.9
2021,알로이시오초등학교,어린이 놀이시설지역,대지(1지역),1지역,3759,표토,1.54,14.6,3.99,0.01,28.6,0,142.8,3.9,,,,,,,,,,,,,,,9.6
2021,범일초등학교,어린이 놀이시설지역,학교용지,1지역,6150,표토,1.34,41.9,5.35,0,16.3,0,90,5.4,,,,0,,,,,,,,,,,7.4
2021,부산북항 재개발 배후도로(지하차도) 건설공사 현장,토지개발지역,대지(2지역),2지역,11834.4,표토,2.06,37.1,6.54,0.03,30.8,0,151.5,19.4,320,0,0,0,0,0,0.2,0,0,244,0,0,,0,7.7
2021,동현주유소,노후·방치 주유소 지역,주유소용지,3지역,742,표토,1.48,50.6,7.14,0.13,38.4,0,221,9.5,,,,,,0,0.1,0,0,167,0,0,,0,8.7
2021,동현주유소,노후·방치 주유소 지역,주유소용지,3지역,742,중간토,1.77,35.9,2.64,0.07,18.3,0,161,14.7,,,,,,0,0.1,0,0,124,0,0,,0,8.5
2021,동현주유소,노후·방치 주유소 지역,주유소용지,3지역,742,심토,1.67,40.9,24.35,0.26,31.7,0,256.5,13,,,,,,0,0.1,0.1,0.2,131,0,0,,0,8.5
2021,남부여객자동차(주),교통관련시설지역,주차장,3지역,5093,표토,1.11,26.2,4.58,0.05,32.6,0,215.2,9.1,,,,,,0,0.1,0.1,0.3,159,0,0,,0,8.1
2021,남부여객자동차(주),교통관련시설지역,주차장,3지역,5093,중간토,1.37,28.4,9.29,0.03,22.7,0,97.5,8.6,,,,,,0,0,0,0,388,0,0,,0,8
2021,남부여객자동차(주),교통관련시설지역,주차장,3지역,5093,심토,1.59,37.3,8.77,0.04,21.1,0,82.9,8.2,,,,,,0,0,0,0,191,0,0,,0,7.8
2021,부산철도차량정비단(고철야적장주변),원광석·고철 등의 보관·사용지역,철도용지,3지역,201188,심토,1.01,27.4,8.57,0.17,19.7,0,58.6,5.5,371,0,0,0,0,0,0.1,0,0,187,0,0,0,0,7.5
2021,부산철도차량정비단(고철야적장주변),원광석·고철 등의 보관·사용지역,철도용지,3지역,201188,중간토,1.24,14.6,14.39,0.14,22.6,0,59.6,6.7,269,0,0,0,0,0,0.1,0,0,163,0,0,0,0,7.6
2021,부산철도차량정비단(고철야적장주변),원광석·고철 등의 보관·사용지역,철도용지,3지역,201188,표토,1.44,51.2,12.27,0.11,66.9,0,149.5,8.8,288,0,0,0,0,0,0.1,0,0,253,0,0,0,0,8.2
2021,부산철도차량정비단(화차작업장주변),철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,201188,심토,1.11,61.8,4.93,0.12,40.7,0,78.1,9.8,249,0,0,0,0,0.1,0.1,0,0,190,0,0,0.072,0,8
2021,부산철도차량정비단(화차작업장주변),철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,201188,중간토,0.87,44.9,5.29,0.11,73.9,0,90.1,9.6,299,0,0,0,0,0,0.2,0,0,229,0,0,0,0,7.9
2021,부산철도차량정비단(화차작업장주변),철도관련 시설 및 철도 폐침목 사용지역,철도용지,3지역,201188,표토,1.61,158.9,8.37,0.22,454.4,0,268.5,11.3,295,0,0,0,0,0,0,0,0,254,0,0,0.219,0,7.4
2021,백양가족공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,16375,표토,1.53,29.3,2.62,0.02,36.1,0,112.6,6,,,,,,,,,,,,,,,6.8
2021,색동어린이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1682,표토,2.24,31.9,5.75,0.02,12.8,0,88.1,18.5,,,,,,,,,,,,,,,7
2021,양정꿈동산어린이공원 놀이터,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1775,표토,1.68,14.9,3.58,0.05,23,0,131.4,9.6,,,,,,,,,,,,,,,6.5
2021,(주)성신여객,노후·방치 주유소 지역,대지(2지역),2지역,1201,표토,2.07,18.2,8.56,0.02,30.3,0,87.1,13.1,,,,,,0,0,0,0,112,0,0,,0,7.2
2021,(주)성신여객,노후·방치 주유소 지역,대지(2지역),2지역,1201,중간토,2.47,32.5,6.8,0.02,27.5,4.6,113.6,12.3,,,,,,0,0,0,0,104,0,0,,0,6.3
2021,(주)성신여객,노후·방치 주유소 지역,대지(2지역),2지역,1201,심토,2.63,19.3,4.73,0,18.7,0,106.1,14.8,,,,,,0,0,0,0,73,0,0,,0,5.3
2021,안락꽃밭공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1157,표토,2.62,80,5.55,0.06,41.6,0,225.9,18.4,,,,,,,,,,,,,,,6.7
2021,안락꿈돌이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1615.2,표토,2.15,21,9.15,0.11,24.7,0,96.4,6.3,,,,,,,,,,,,,,,6.5
2021,한마음공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1616.9,표토,1.35,29.8,5.83,0.2,46.7,0,132.7,10.5,,,,,,,,,,,,,,,7.2
2021,GS칼텍스(주)물류센터,산업단지 및 공장지역,주유소용지,3지역,8919,표토,2.43,38.2,9.8,0.03,40.9,0,409.1,10.1,291,0,0,0,0,0,0.1,0,0,261,0,0,,0,7.1
2021,GS칼텍스(주)물류센터,산업단지 및 공장지역,주유소용지,3지역,8919,중간토,1.78,58.3,13.95,0.03,34.4,0,110.1,8.4,583,0,0,0,0,0,0,0,0,192,0,0,,0,8.3
2021,GS칼텍스(주)물류센터,산업단지 및 공장지역,주유소용지,3지역,8919,심토,1.9,44.7,12.28,0.04,29,0,116.1,10.6,392,0,0,0,0,0,0.1,0.1,0.2,400,0,0,,0,8.2
2021,동국제강(주) 부산공장1,공장폐수 유입지역,공장용지,3지역,49107,표토,2.03,47.9,4.67,0.11,43.4,0,430.6,9.1,379,0,0,0,0,0,0.1,0.1,0.2,417,0,0,,0,8.2
2021,동국제강(주) 부산공장1,공장폐수 유입지역,공장용지,3지역,49107,중간토,1.9,39.6,4.33,0.05,23.8,0,128.1,7.5,361,0,0,0,0,0,0.1,0,0,148,0,0,,0,8.5
2021,동국제강(주) 부산공장1,공장폐수 유입지역,공장용지,3지역,49107,심토,1.89,46.3,3.5,0.05,23,0,134.5,7.2,379,0,0,0,0,0,0.1,0,0,156,0,0,,0,8.7
2021,동국제강(주) 부산공장2,원광석·고철 등의 보관·사용지역,공장용지,3지역,68946,표토,2.46,59.1,6.7,0.03,63,0,440.7,24.7,356,0,0,0,0,0,0,0,0,212,0,0,,0,7.3
2021,동국제강(주) 부산공장2,원광석·고철 등의 보관·사용지역,공장용지,3지역,68946,중간토,2.62,65.5,7.8,0.03,54.7,0,433.5,34.4,361,0,0,0,0,0,0.1,0,0,153,0,0,,0,7.7
2021,동국제강(주) 부산공장2,원광석·고철 등의 보관·사용지역,공장용지,3지역,68946,심토,2.74,36.1,5.88,0,29.3,0,161.8,12,240,0,0,0,0,0,0,0,0,181,0,0,,0,8.1
2021,한국쉘석유(주),사고·민원 등 발생지역,공장용지,3지역,23297,표토,2.65,83.5,6.73,0.06,111.6,0,784.9,13.4,369,0,0,0,0,0,0.1,0,0,298,0,0,,0,7.7
2021,대연6구역 어린이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1622.2,표토,3.54,34.5,4.25,0,42.6,0,270.9,8.3,,,,,,,,,,,,,,,7.9
2021,황령산생태숲유원지,어린이 놀이시설지역,임야,[어린이놀이시설(실외설치)] 1지역,15839,표토,2.62,28.6,15.88,0.06,31.7,0,85.1,23.6,,,,,,,,,,,,,,,6.1
2021,대연혁신도시어린이공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,4330.6,표토,0.7,13.8,3,0,8.2,0,54.2,3.3,,,,,,,,,,,,,,,5.8
2021,꿈나래공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2068,표토,0.66,19.8,8.51,0.07,39.5,0,61.2,7.2,,,,,,,,,,,,,,,7.9
2021,꿈마루공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1741,표토,0.92,16.1,6.97,0.05,36.8,0,66.7,9.2,,,,,,,,,,,,,,,7.9
2021,하늘공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2274,표토,1.35,16.6,7.15,0.02,23.6,0,96.9,9.1,,,,,,,,,,,,,,,6.6
2021,(주)풍산 부산사업장(1),공장폐수 유입지역,잡종지(2지역),2지역,473898,표토,1.18,27.1,8.29,0.05,20.5,0,76.8,7.4,205,0,0,0,0,0,0,0,0,604,0,0,0,0,7.4
2021,(주)풍산 부산사업장(1),공장폐수 유입지역,잡종지(2지역),2지역,473898,중간토,1.12,13.3,10.8,0.02,16.2,0,52.6,9.1,172,0,0,0,0,0,0.1,0,0,146,0,0,0,0,6.7
2021,(주)풍산 부산사업장(1),공장폐수 유입지역,잡종지(2지역),2지역,473898,심토,0.91,13.4,8.5,0.03,15.9,0,46,8.6,204,0,0,0,0,0,0,0,0,94,0,0,0,0,6.6
2021,(주)풍산 부산사업장(2),공장폐수 유입지역,잡종지(2지역),2지역,473898,표토,1.09,11.2,9.73,0.03,34.1,0,56.3,8.6,235,0,0,0,0,0,0,0,0,146,0,0,0,0,6.8
2021,(주)풍산 부산사업장(2),공장폐수 유입지역,잡종지(2지역),2지역,473898,중간토,1.06,13.2,9.8,0.02,15.9,0,50.3,10.1,238,0,0,0,0,0,0,0,0,117,0,0,0,0,6.6
2021,(주)풍산 부산사업장(2),공장폐수 유입지역,잡종지(2지역),2지역,473898,심토,1.28,24.6,11.66,0.03,18.6,0,67.6,15.1,226,0,0,0,0,0,0,0,0,102,0,0,0,0,6.7
2021,석대매립장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,5126,표토,1.94,57.7,12.84,0.03,51.6,0,142.7,11.2,161,0,0,0,0,0,0,0,0,119,0,0,0,0,7.2
2021,석대매립장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,5126,중간토,1.58,13.5,18.21,0.02,48.6,0,80.7,4.9,134,0,0,0,0,0,0,0,0,155,0,0,0,0,6.9
2021,석대매립장,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,5126,심토,1.42,9.3,13.93,0.02,36.8,0,70.5,4.8,142,0,0,0,0,0,0.1,0,0,163,0,0,0,0.2,7.3
2021,원동정비공업사,교통관련시설지역,대지(2지역),2지역,576,표토,1.49,26.9,5.78,0.05,44.4,0,153,7,261,0,0,0,0,0,0.1,0,0,367,0,0,0,0,7.7
2021,원동정비공업사,교통관련시설지역,대지(2지역),2지역,576,중간토,1.62,17.8,4.84,0.05,27.8,0,164.7,4.9,271,0,0,0,0,0,0.1,0,0,341,0.1,0.7,0,0,7.7
2021,원동정비공업사,교통관련시설지역,대지(2지역),2지역,576,심토,1.66,22.8,5.36,0.04,25.7,0,128,6.7,221,0,0,0,0,0,0.1,0,0,244,0,0,0,0,7.4
2021,오산공원,어린이 놀이시설지역,공원용지,1지역,19488,표토,1.47,17.9,14.88,0.15,16,0,82.4,7.4,,,,,,,,,,,,,,,6.7
2021,미리내공원,어린이 놀이시설지역,공원용지,1지역,2503,표토,1.5,19.9,11.78,0.13,22.5,0,108.4,10.5,,,,,,,,,,,,,,,7.7
2021,부흥공원,어린이 놀이시설지역,공원용지,1지역,10737,표토,0.73,6.6,6.07,0.11,10.4,0,50.3,7.5,,,,,,,,,,,,,,,8.7
2021,아이파크공원,어린이 놀이시설지역,공원용지,1지역,4893,표토,1.74,22,5.35,0.12,18.9,0,103.1,10.2,,,,,,,,,,,,,,,7.8
2021,한국남부발전㈜부산천연가스발전본부,산업단지 및 공장지역,잡종지(3지역),3지역,173959,표토,2.01,46.5,2.22,0.02,39,0,419.3,8.1,340,,0,,0,,,,,198,,,,,8.9
2021,(주)에이엠텍,공장폐수 유입지역,대지(2지역),2지역,468,표토,1.29,51.5,9.88,0.33,62.2,0,237.2,20.3,,,,,,0,0,0,0,508,,,,,8.5
2021,성창기업㈜,공장폐수 유입지역,공장용지,3지역,32033,표토,0.61,20.5,6.06,0.11,9.2,0,49.3,6.6,344,,0,,0,0.1,0.1,0,0,263,0,0,,,8.4
2021,부산패션칼라산업협동조합,공장폐수 유입지역,공장용지,3지역,16726,표토,1.25,37.6,6.5,0.02,36.4,0,121.6,12.8,372,,0,,0,0.1,0.1,0,0,465,0,0,,,8.8
2021,YK Steel㈜ 운동장 부지,원광석·고철 등의 보관·사용지역,공장용지,3지역,2041,표토,3.63,89.6,2.64,0.07,110.4,0,1132.1,14.5,,,,,,,,,,161,,,,,9.1
2021,을숙도매립장(1차),폐기물 처리 및 재활용 관련 지역,잡종지(2지역),2지역,288965,표토,1.99,60.1,4.47,0.14,44.7,0,251,13.3,300,0,0,0,0,0,0,0,0,322,0,0,,0,8
2021,(주)지원,폐기물 처리 및 재활용 관련 지역,공장용지,3지역,5828,표토,1.9,63.5,9.74,0.02,37.7,0,141.2,18.1,460,0,0,0,0,0.1,0.1,0,0,842,0,0,,0,9.7
2021,㈜부영개발,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,13282,표토,3.14,44.1,11.01,0.07,79.1,0,866.9,13,486,0,0,0,0,0.1,0.2,0.1,0.3,868,0,0,,0,7.9
2021,대선조선㈜,교통관련시설지역,공장용지,3지역,172929,표토,2.56,115.6,10.03,0.08,53.1,0,435,15.8,290,,0,,0,0,0,0,0,245,0,0,,,8.5
2021,(주)부일레미콘,공장폐수 유입지역,공장용지,3지역,9543,표토,1.13,16.2,5.15,0.03,30.8,0,90.4,6.7,204,0,0,0,0,0,0.1,0,0,126,0,0,,0,7.5
2021,현대실업,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,1571,표토,1.5,39.8,5.06,0.07,40.9,0,115.1,10.8,320,0,0,0,0,0,0.1,0,0,148,0,0,,0,8.3
2021,현대실업,폐기물 처리 및 재활용 관련 지역,대지(2지역),2지역,1571,중간토,1.51,32.7,4.3,0.06,38.5,0,114.3,8.8,312,0,0,0,0,0,0,0,0,152,0,0,,0,8.4
2021,(주)우리환경산업,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,3290,표토,1.36,10.9,6.64,0.02,34.4,0,96.2,10.6,242,0,0,0,0,0,0.2,0,0,217,0,0,,0,6.8
2021,범어사 상마 공영주차장,교통관련시설지역,답,1지역,41,표토,1.42,7.4,5.98,0.02,40.8,0,130.1,7.3,,,,,,0,0,0,0,178,,,,,6.4
2021,만남의 광장 공영주차장,교통관련시설지역,도로,3지역,44060,표토,1.78,14.8,4.66,0.03,37.8,0,163.9,6.6,,,,,,0,0.1,0,0,69,,,,,7.7
2021,만남의 광장 공영주차장,교통관련시설지역,도로,3지역,44060,중간토,1.96,16.2,7.08,0.11,31.7,0,162,6.3,,,,,,0,0.1,0,0,66,,,,,8.2
2021,두실새싹공원,어린이 놀이시설지역,공원용지,1지역,3958,표토,1.25,14.9,4.79,0.11,43.5,0,117.4,8.3,,,,,,,,,,,,,,,7.8
2021,두실새싹공원,어린이 놀이시설지역,공원용지,1지역,3958,중간토,1.42,13,4.12,0.06,43.5,0,115.1,7.8,,,,,,,,,,,,,,,7.8
2021,형제공원,어린이 놀이시설지역,공원용지,1지역,2203.3,표토,1.53,14.4,4.6,0.03,40.3,0,128.9,6.1,,,,,,,,,,,,,,,6.8
2021,형제공원,어린이 놀이시설지역,공원용지,1지역,2203.3,중간토,1.46,19.1,4.52,0.02,42.2,0,122.5,6.6,,,,,,,,,,,,,,,6.9
2021,부산환경공단 녹산사업소,공장폐수 유입지역,잡종지(3지역),3지역,141356.5,표토,2.17,28.1,9.6,0.03,31.6,0,120.1,12.1,134,,,,,,,,,,,,,,6.6
2021,부산그린파워,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,204581,표토,1.39,34,7.16,0.04,39.5,0,173,8,479,0,0,0,0,0,0,0,0,422,0,0,,0,8
2021,부산그린파워,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,204581,중간토,1.33,21,7.43,0.02,31.6,0,144.3,12.2,356,0,0,0,0,0,0,0,0,406,0,0,,0,8.5
2021,부산그린파워,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,204581,심토,1.13,26.1,6.33,0.01,23.8,0,104.4,8.5,402,0,0,0,0,0,0,0,0,193,0,0,,0,8.6
2021,부산이앤이,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,55064.4,표토,2.07,56.4,22.23,0.01,152.3,0,333.7,7.1,163,0,0,0,0,0,0,0,0,135,0,0,,0,7.2
2021,부산이앤이,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,55064.4,중간토,2.73,61.4,37.32,0,325.8,0,289.3,4.4,119,0,0,0,0,0,0,0,0,156,0,0,,0,6.6
2021,부산환경공단 명지사업소,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,28779,표토,4.65,237.8,7.57,0.06,324.2,0,1704,9.2,378,0,0,0,0,0,0,0,0,295,0,0,,0,7.7
2021,부산환경공단 명지사업소,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,28779,중간토,1.68,34.1,8.33,0.03,39,0,221.5,11.9,397,0,0,0,0,0,0,0,0,241,0,0,,0,8.7
2021,부산환경공단 명지사업소,폐기물 처리 및 재활용 관련 지역,잡종지(3지역),3지역,28779,심토,1.53,29.7,8.91,0.03,19.6,0,94.6,12,398,0,0,0,0,0,0,0,0,138,0,0,,0,8.8
2021,한국공항공사부산지역본부,교통관련시설지역,잡종지(3지역),3지역,6936,표토,1.65,42.8,6.65,0.01,40.7,0,139,8.8,429,0,0,0,0,0,0,0,0,708,0,0,,0,8.6
2021,한국공항공사부산지역본부,교통관련시설지역,잡종지(3지역),3지역,6936,중간토,1.63,24.3,8.52,0.03,37.8,0,125.1,10.5,346,0,0,0,0,0,0,0,0,689,0,0,,0,8.6
2021,한국공항공사부산지역본부,교통관련시설지역,잡종지(3지역),3지역,6936,심토,2.1,57,8.37,0.13,131.6,0,306.3,16.7,353,0,0,0,0,0,0,0,0,496,0,0,,0,8.3
2021,용두공원(구.대저2어린이공원),어린이 놀이시설지역,공원용지,1지역,1620,표토,2.2,50.7,7.39,0.03,47.6,0,152.7,13.4,317,,,,,,,,,,,,,,6.4
2021,대상초등학교,어린이 놀이시설지역,학교용지,1지역,17829,표토,1.06,11.9,3.57,0.03,17,0,73.7,12,,,,,,,,,,,,,,,7
2021,신호초등학교,어린이 놀이시설지역,학교용지,1지역,1191.7,표토,1.68,9.8,2.15,0,68.8,0,148,3.5,,,,,,,,,,,,,,,7.6
2021,가락초등학교,어린이 놀이시설지역,학교용지,1지역,9764,표토,1.09,11.4,5.69,0.02,19.4,0,71.4,9.5,,,,,,,,,,,,,,,8.3
2021,에코델타시티,토지개발지역,답,1지역,1865,표토,2.1,26.8,10.37,0.02,30.6,0,166.4,12.9,273,0,0,0,0,0,0,0,0,185,0,0,,0,7.7
2021,에코델타시티,토지개발지역,공원용지,1지역,4144,표토,2.4,39.8,14.75,0.01,54.6,0,175.9,11.6,292,0,0,0,0,0,0,0,0,144,0,0,,0,7.2
2021,에코델타시티,토지개발지역,답,1지역,2710,표토,1.3,16.4,5.81,0.02,18.8,0,90.2,16,393,0,0,0,0,0,0,0,0,158,0,0,,0,6.4
2021,삼성여객,교통관련시설지역,대지(2지역),2지역,1903,표토,1.65,39.2,10.09,0.24,69.5,0,398.5,12.1,,,,,,0,0,0,0,244,0,0,,0,6
2021,한진교통,교통관련시설지역,전,1지역,828,표토,2.29,277.9,8.47,0.23,372.9,0,703.4,25.6,,,,,,0,0,0,0,255,0,0,,0,6.8
2021,하늘빛공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,2591,표토,1.27,7.8,2.32,0.06,7.7,0,57.6,10.9,,,,,,,,,,,,,,,6.9
2021,꿈나무공원,어린이 놀이시설지역,공원용지,[어린이놀이시설(실외설치)] 1지역,1665,표토,1.15,8.7,4.93,0.04,15.2,0,54.7,8.3,,,,,,,,,,,,,,,8
2021,폐기물수집 운반업체 주변,원광석·고철 등의 보관·사용지역,임야,2지역,779,표토,1.44,54.9,7.15,0.57,58.1,0,265.4,12.3,,,,,,,,,,,,,,,7.1
2021,용화여객자동차㈜,교통관련시설지역,대지(2지역),2지역,1974,심토,1.51,5.9,7.73,0.02,21.8,0,33.8,9.8,,,,,,0,0,0,0,140,,,,,7.3
2021,용화여객자동차㈜,교통관련시설지역,대지(2지역),2지역,1974,중간토,1.17,4.1,6.53,0,20.4,0,23.5,4.9,,,,,,0,0,0,0,151,,,,,7.2
2021,용화여객자동차㈜,교통관련시설지역,대지(2지역),2지역,1974,표토,1.97,38.1,5.12,0.03,131.3,0,298.8,5.2,,,,,,0,0,0,0,220,,,,,9
2021,미광운수㈜,교통관련시설지역,대지(2지역),2지역,5844.2,심토,1.56,23,3.13,0.06,27.8,0,114.4,6.1,,,,,,0,0,0,0,197,,,,,8.1
2021,미광운수㈜,교통관련시설지역,대지(2지역),2지역,5844.2,중간토,1.85,25.3,2.34,0.02,22.4,0,108.6,4.7,,,,,,0,0,0,0,172,,,,,7.8
2021,미광운수㈜,교통관련시설지역,대지(2지역),2지역,5844.2,표토,1.37,30.3,4.18,0.11,33,0,127.9,10.4,,,,,,0,0,0,0,216,,,,,8.5
2021,영남택시㈜,교통관련시설지역,대지(2지역),2지역,1314.4,심토,1.44,17.6,1.56,0.08,18.5,0,104.8,4.2,,,,,,0,0,0,0,183,,,,,8.6
2021,영남택시㈜,교통관련시설지역,대지(2지역),2지역,1314.4,중간토,1.41,16.2,2.38,0.08,20.6,0,137.9,4.8,,,,,,0,0,0,0,239,,,,,8.4
